"","trait_genetic_start","trait_genetic_end","trait","gene_ID","eQTL_chr","eQTL_genetic_start","eQTL_genetic_end","subject","AGI","At_symbol","trait_chrom","gene.chrom","gene.start","gene.end","B.napus_GO_term","GO_des"
"3710",36,42,"Stearic_acid","BnaA02g28000D","chrA08",38,38,NA,NA,NA,"chrA08","A02",20707807,20708262,NA,NA
"3711",36,42,"Stearic_acid","BnaA03g18950D","chrA08",36,36,NA,NA,NA,"chrA08","A03",8950855,8953035,NA,NA
"3712",36,42,"Stearic_acid","BnaA03g36010D","chrA08",36,36,NA,NA,NA,"chrA08","A03",17609081,17609643,NA,NA
"3713",36,42,"Stearic_acid","BnaA03g36450D","chrA08",36,36,NA,NA,NA,"chrA08","A03",17850287,17851720,"GO:0008152","metabolic process"
"3714",36,42,"Stearic_acid","BnaA03g41360D","chrA08",36,36,"AT3G51550.1","AT3G51550"," Malectin/receptor-like protein kinase family protein ","chrA08","A03",20713678,20716770,"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation"
"3715",36,42,"Stearic_acid","BnaA03g49010D","chrA08",36,36,NA,NA,NA,"chrA08","A03",25193681,25198282,NA,NA
"3716",36,42,"Stearic_acid","BnaA04g25640D","chrA08",37,37,"AT2G44280.1","AT2G44280"," Major facilitator superfamily protein ","chrA08","A04",18357149,18359873,NA,NA
"3717",36,42,"Stearic_acid","BnaA06g01920D","chrA08",38,38,"AT1G52160.1","AT1G52160"," tRNAse Z3 ","chrA08","A06",1115532,1119439,"GO:0042779","tRNA 3'-trailer cleavage"
"3718",36,42,"Stearic_acid","BnaA06g09520D","chrA08",37,37,"AT1G14710.1","AT1G14710"," hydroxyproline-rich glycoprotein family protein ","chrA08","A06",5096102,5098834,"GO:0016491;GO:0055114","oxidoreductase activity;oxidation-reduction process"
"3719",36,42,"Stearic_acid","BnaA06g21550D","chrA08",40,40,"AT4G05320.2","AT4G05320"," polyubiquitin 10 ","chrA08","A06",14942963,14943781,"GO:0005515","protein binding"
"3720",36,42,"Stearic_acid","BnaA08g30690D","chrA08",40,40,"AT4G31600.1","AT4G31600"," UDP-N-acetylglucosamine (UAA) transporter family ","chrA08","A08_random",1662736,1664639,"GO:0055085","transmembrane transport"
"3721",36,42,"Stearic_acid","BnaAnng15350D","chrA08",38,38,"AT4G34910.1","AT4G34910"," P-loop containing nucleoside triphosphate hydrolases superfamily protein ","chrA08","Ann_random",16487361,16490451,"GO:0003676;GO:0004386;GO:0005524;GO:0008026","nucleic acid binding;helicase activity;ATP binding;ATP-dependent helicase activity"
"3722",36,42,"Stearic_acid","BnaAnng15360D","chrA08",36,36,"AT4G34860.1","AT4G34860"," Plant neutral invertase family protein ","chrA08","Ann_random",16491315,16493413,"GO:0003824;GO:0033926","catalytic activity;glycopeptide alpha-N-acetylgalactosaminidase activity"
"3723",36,42,"Stearic_acid","BnaAnng34180D","chrA08",42,42,"AT4G32720.1","AT4G32720"," La protein 1 ","chrA08","Ann_random",38924406,38926874,"GO:0000166;GO:0003676","nucleotide binding;nucleic acid binding"
"3724",36,42,"Stearic_acid","BnaC02g00570D","chrA08",40,40,NA,NA,NA,"chrA08","C02",235412,238425,NA,NA
"3725",36,42,"Stearic_acid","BnaC02g03450D","chrA08",40,40,"AT5G02890.1","AT5G02890"," HXXXD-type acyl-transferase family protein ","chrA08","C02",1642060,1643521,NA,NA
"3726",36,42,"Stearic_acid","BnaC02g05580D","chrA08",36,36,"AT5G14610.1","AT5G14610"," DEAD box RNA helicase family protein ","chrA08","C02",2903731,2904436,"GO:0005515","protein binding"
"3727",36,42,"Stearic_acid","BnaC02g05600D","chrA08",36,36,"AT5G14610.1","AT5G14610"," DEAD box RNA helicase family protein ","chrA08","C02",2911196,2912352,"GO:0005515","protein binding"
"3728",36,42,"Stearic_acid","BnaC02g06290D","chrA08",36,36,"AT5G15860.1","AT5G15860"," prenylcysteine methylesterase ","chrA08","C02",3346646,3349547,"GO:0008152;GO:0016787","metabolic process;hydrolase activity"
"3729",36,42,"Stearic_acid","BnaC02g06670D","chrA08",36,36,"AT5G16550.1","AT5G16550"," unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","chrA08","C02",3551036,3552375,NA,NA
"3730",36,42,"Stearic_acid","BnaC03g05230D","chrA08",36,36,"AT5G11990.1","AT5G11990"," proline-rich family protein ","chrA08","C03",2505952,2506521,NA,NA
"3731",36,42,"Stearic_acid","BnaC03g24770D","chrA08",37,37,"AT2G44220.1","AT2G44220"," Protein of Unknown Function (DUF239) ","chrA08","C03",13908774,13913633,NA,NA
"3732",36,42,"Stearic_acid","BnaC03g44360D","chrA08",42,42,"AT2G04430.1","AT2G04430"," nudix hydrolase homolog 5 ","chrA08","C03",29487120,29490505,"GO:0016787","hydrolase activity"
"3733",36,42,"Stearic_acid","BnaC03g53370D","chrA08",40,40,"AT1G78900.1","AT1G78900"," vacuolar ATP synthase subunit A ","chrA08","C03",38740193,38741959,"GO:0008837;GO:0009089;GO:0015991","diaminopimelate epimerase activity;lysine biosynthetic process via diaminopimelate;ATP hydrolysis coupled proton transport"
"3734",36,42,"Stearic_acid","BnaC03g65600D","chrA08",40,40,"AT4G35040.1","AT4G35040"," Basic-leucine zipper (bZIP) transcription factor family protein ","chrA08","C03",55345761,55347334,"GO:0003700;GO:0043565","transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding"
"3735",36,42,"Stearic_acid","BnaC03g66890D","chrA08",40,40,"AT4G32830.1","AT4G32830"," ataurora1 ","chrA08","C03",56550037,56551919,"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation"
"3736",36,42,"Stearic_acid","BnaC03g66900D","chrA08",42,42,"AT2G25820.1","AT2G25820"," Integrase-type DNA-binding superfamily protein ","chrA08","C03",56580853,56581545,"GO:0003677;GO:0003700","DNA binding;transcription factor activity, sequence-specific DNA binding"
"3737",36,42,"Stearic_acid","BnaC03g67380D","chrA08",37,37,"AT4G31800.1","AT4G31800"," WRKY DNA-binding protein 18 ","chrA08","C03",57062411,57064382,"GO:0003700;GO:0043565","transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding"
"3738",36,42,"Stearic_acid","BnaC03g67490D","chrA08",37,37,NA,NA,NA,"chrA08","C03",57127203,57128030,NA,NA
"3739",36,42,"Stearic_acid","BnaC03g67560D","chrA08",40,40,"AT4G31480.1","AT4G31480"," Coatomer, beta subunit ","chrA08","C03",57168806,57173038,"GO:0005198;GO:0005488;GO:0005737;GO:0006886;GO:0016192;GO:0030117;GO:0030126","structural molecule activity;binding;cytoplasm;intracellular protein transport;vesicle-mediated transport;membrane coat;COPI vesicle coat"
"3740",36,42,"Stearic_acid","BnaC03g71100D","chrA08",37,37,"AT5G65950.1","AT5G65950"," FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1683, C-terminal (InterPro:IPR012880), Foie gras liver health family 1 (InterPro:IPR021773); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","chrA08","C03",60547993,60553317,NA,NA
"3741",36,42,"Stearic_acid","BnaC04g18880D","chrA08",40,40,NA,NA,NA,"chrA08","C04",18788696,18790082,NA,NA
"3742",36,42,"Stearic_acid","BnaC05g44180D","chrA08",42,42,"AT3G07780.1","AT3G07780"," Protein of unknown function (DUF1423) ","chrA08","C05",40658543,40660089,"GO:0005515;GO:0008270","protein binding;zinc ion binding"
"3743",36,42,"Stearic_acid","BnaC06g12720D","chrA08",40,40,NA,NA,NA,"chrA08","C06",15460979,15463031,NA,NA
"3744",36,42,"Stearic_acid","BnaC08g23790D","chrA08",37,37,"AT2G36060.2","AT2G36060"," MMS ZWEI homologue 3 ","chrA08","C08",25974748,25977682,"GO:0016881","acid-amino acid ligase activity"
"3745",36,42,"Stearic_acid","BnaC08g35470D","chrA08",37,37,"AT2G21970.1","AT2G21970"," stress enhanced protein 2 ","chrA08","C08",33304945,33306116,NA,NA
"3746",36,42,"Stearic_acid","BnaCnng04750D","chrA08",38,38,NA,NA,NA,"chrA08","Cnn_random",4178734,4179920,NA,NA
"3747",36,42,"Stearic_acid","BnaCnng23100D","chrA08",36,36,NA,NA,NA,"chrA08","Cnn_random",21627810,21628330,NA,NA
"3748",36,42,"Stearic_acid","BnaCnng73660D","chrA08",37,37,NA,NA,NA,"chrA08","Cnn_random",74342739,74342972,NA,NA
"3749",36,42,"Stearic_acid","BnaUnng02960D","chrA08",40,40,NA,NA,NA,"chrA08","Unn_random",4143644,4147920,"GO:0005524;GO:0006810;GO:0016021;GO:0055085","ATP binding;transport;integral component of membrane;transmembrane transport"
"3750",176,182,"Stearic_acid","BnaA03g51370D","chrC03",176,176,"AT4G31210.1","AT4G31210"," DNA topoisomerase, type IA, core ","chrC03","A03",26663427,26670132,"GO:0003677;GO:0003916;GO:0003917;GO:0005694;GO:0006265","DNA binding;DNA topoisomerase activity;DNA topoisomerase type I activity;chromosome;DNA topological change"
"3751",176,182,"Stearic_acid","BnaA05g12470D","chrC03",180,180,"AT2G29570.1","AT2G29570"," proliferating cell nuclear antigen 2 ","chrC03","A05",7219415,7220744,"GO:0003677;GO:0006275;GO:0030337;GO:0043626","DNA binding;regulation of DNA replication;DNA polymerase processivity factor activity;PCNA complex"
"3752",176,182,"Stearic_acid","BnaA06g26230D","chrC03",179,179,"AT5G23530.1","AT5G23530"," carboxyesterase 18 ","chrC03","A06",18081869,18082876,"GO:0008152;GO:0016787","metabolic process;hydrolase activity"
"3753",176,182,"Stearic_acid","BnaA07g05080D","chrC03",178,178,"AT3G25100.1","AT3G25100"," cell division cycle 45 ","chrC03","A07",5489430,5491175,"GO:0006270","DNA replication initiation"
"3754",176,182,"Stearic_acid","BnaA07g23250D","chrC03",180,180,NA,NA,NA,"chrC03","A07",17520922,17521376,"GO:0005215;GO:0006810;GO:0016020","transporter activity;transport;membrane"
"3755",176,182,"Stearic_acid","BnaA08g09780D","chrC03",176,176,"AT4G21192.1","AT4G21192"," Cytochrome c oxidase biogenesis protein Cmc1-like ","chrC03","A08",9272145,9272812,NA,NA
"3756",176,182,"Stearic_acid","BnaA10g13430D","chrC03",176,176,"AT4G34590.1","AT4G34590"," G-box binding factor 6 ","chrC03","A10",10798038,10798466,"GO:0003700;GO:0043565","transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding"
"3757",176,182,"Stearic_acid","BnaC03g19720D","chrC03",176,176,"AT2G35890.1","AT2G35890"," calcium-dependent protein kinase 25 ","chrC03","C03",10296145,10301537,"GO:0004672;GO:0005524;GO:0006468;GO:0006511","protein kinase activity;ATP binding;protein phosphorylation;ubiquitin-dependent protein catabolic process"
"3758",176,182,"Stearic_acid","BnaC03g77030D","chrC03",178,178,"AT4G34200.1","AT4G34200"," D-3-phosphoglycerate dehydrogenase ","chrC03","C03_random",5605303,5606784,"GO:0000166;GO:0004617;GO:0006564;GO:0008152;GO:0048037;GO:0051287;GO:0055114","nucleotide binding;phosphoglycerate dehydrogenase activity;L-serine biosynthetic process;metabolic process;cofactor binding;NAD binding;oxidation-reduction process"
"3759",176,182,"Stearic_acid","BnaC03g77050D","chrC03",178,178,NA,NA,NA,"chrC03","C03_random",5607830,5608815,"GO:0007049;GO:0016538","cell cycle;cyclin-dependent protein serine/threonine kinase regulator activity"
"3760",176,182,"Stearic_acid","BnaC03g77140D","chrC03",180,180,"AT1G43140.1","AT1G43140"," Cullin family protein ","chrC03","C03_random",5707466,5711260,"GO:0006511;GO:0031461;GO:0031625","ubiquitin-dependent protein catabolic process;cullin-RING ubiquitin ligase complex;ubiquitin protein ligase binding"
"3761",176,182,"Stearic_acid","BnaC05g25410D","chrC03",178,178,NA,NA,NA,"chrC03","C05",20355787,20361088,NA,NA
"3762",176,182,"Stearic_acid","BnaC05g38930D","chrC03",180,180,"AT3G15220.1","AT3G15220"," Protein kinase superfamily protein ","chrC03","C05",37486439,37487355,NA,NA
"3763",176,182,"Stearic_acid","BnaC06g11220D","chrC03",180,180,"AT3G24140.1","AT3G24140"," basic helix-loop-helix (bHLH) DNA-binding superfamily protein ","chrC03","C06",13163614,13166536,NA,NA
"3764",176,182,"Stearic_acid","BnaCnng21450D","chrC03",176,176,NA,NA,NA,"chrC03","Cnn_random",20042957,20044975,NA,NA
"3765",176,182,"Stearic_acid","BnaCnng30710D","chrC03",176,176,NA,NA,NA,"chrC03","Cnn_random",29187123,29189576,NA,NA
"3766",176,182,"Stearic_acid","BnaCnng47330D","chrC03",182,182,"AT4G34131.1","AT4G34131"," UDP-glucosyl transferase 73B3 ","chrC03","Cnn_random",46788981,46790599,"GO:0008152","metabolic process"
"3767",176,182,"Stearic_acid","BnaCnng62710D","chrC03",176,176,"AT5G62470.2","AT5G62470"," myb domain protein 96 ","chrC03","Cnn_random",62486176,62487740,"GO:0003677;GO:0003682","DNA binding;chromatin binding"
"3768",37,40,"vaccenic_acid","BnaA01g05730D","chrA08",37,37,"AT4G39720.1","AT4G39720"," VQ motif-containing protein ","chrA08","A01",2657846,2658718,NA,NA
"3769",37,40,"vaccenic_acid","BnaA02g22860D","chrA08",38,38,NA,NA,NA,"chrA08","A02",15417626,15425919,NA,NA
"3770",37,40,"vaccenic_acid","BnaA02g28000D","chrA08",38,38,NA,NA,NA,"chrA08","A02",20707807,20708262,NA,NA
"3771",37,40,"vaccenic_acid","BnaA04g25640D","chrA08",37,37,"AT2G44280.1","AT2G44280"," Major facilitator superfamily protein ","chrA08","A04",18357149,18359873,NA,NA
"3772",37,40,"vaccenic_acid","BnaA06g01920D","chrA08",38,38,"AT1G52160.1","AT1G52160"," tRNAse Z3 ","chrA08","A06",1115532,1119439,"GO:0042779","tRNA 3'-trailer cleavage"
"3773",37,40,"vaccenic_acid","BnaA06g09520D","chrA08",37,37,"AT1G14710.1","AT1G14710"," hydroxyproline-rich glycoprotein family protein ","chrA08","A06",5096102,5098834,"GO:0016491;GO:0055114","oxidoreductase activity;oxidation-reduction process"
"3774",37,40,"vaccenic_acid","BnaA06g21550D","chrA08",40,40,"AT4G05320.2","AT4G05320"," polyubiquitin 10 ","chrA08","A06",14942963,14943781,"GO:0005515","protein binding"
"3775",37,40,"vaccenic_acid","BnaA08g30690D","chrA08",40,40,"AT4G31600.1","AT4G31600"," UDP-N-acetylglucosamine (UAA) transporter family ","chrA08","A08_random",1662736,1664639,"GO:0055085","transmembrane transport"
"3776",37,40,"vaccenic_acid","BnaAnng15350D","chrA08",38,38,"AT4G34910.1","AT4G34910"," P-loop containing nucleoside triphosphate hydrolases superfamily protein ","chrA08","Ann_random",16487361,16490451,"GO:0003676;GO:0004386;GO:0005524;GO:0008026","nucleic acid binding;helicase activity;ATP binding;ATP-dependent helicase activity"
"3777",37,40,"vaccenic_acid","BnaC02g00570D","chrA08",40,40,NA,NA,NA,"chrA08","C02",235412,238425,NA,NA
"3778",37,40,"vaccenic_acid","BnaC02g03450D","chrA08",40,40,"AT5G02890.1","AT5G02890"," HXXXD-type acyl-transferase family protein ","chrA08","C02",1642060,1643521,NA,NA
"3779",37,40,"vaccenic_acid","BnaC03g24770D","chrA08",37,37,"AT2G44220.1","AT2G44220"," Protein of Unknown Function (DUF239) ","chrA08","C03",13908774,13913633,NA,NA
"3780",37,40,"vaccenic_acid","BnaC03g53370D","chrA08",40,40,"AT1G78900.1","AT1G78900"," vacuolar ATP synthase subunit A ","chrA08","C03",38740193,38741959,"GO:0008837;GO:0009089;GO:0015991","diaminopimelate epimerase activity;lysine biosynthetic process via diaminopimelate;ATP hydrolysis coupled proton transport"
"3781",37,40,"vaccenic_acid","BnaC03g65600D","chrA08",40,40,"AT4G35040.1","AT4G35040"," Basic-leucine zipper (bZIP) transcription factor family protein ","chrA08","C03",55345761,55347334,"GO:0003700;GO:0043565","transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding"
"3782",37,40,"vaccenic_acid","BnaC03g66890D","chrA08",40,40,"AT4G32830.1","AT4G32830"," ataurora1 ","chrA08","C03",56550037,56551919,"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation"
"3783",37,40,"vaccenic_acid","BnaC03g67380D","chrA08",37,37,"AT4G31800.1","AT4G31800"," WRKY DNA-binding protein 18 ","chrA08","C03",57062411,57064382,"GO:0003700;GO:0043565","transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding"
"3784",37,40,"vaccenic_acid","BnaC03g67490D","chrA08",37,37,NA,NA,NA,"chrA08","C03",57127203,57128030,NA,NA
"3785",37,40,"vaccenic_acid","BnaC03g67560D","chrA08",40,40,"AT4G31480.1","AT4G31480"," Coatomer, beta subunit ","chrA08","C03",57168806,57173038,"GO:0005198;GO:0005488;GO:0005737;GO:0006886;GO:0016192;GO:0030117;GO:0030126","structural molecule activity;binding;cytoplasm;intracellular protein transport;vesicle-mediated transport;membrane coat;COPI vesicle coat"
"3786",37,40,"vaccenic_acid","BnaC03g71100D","chrA08",37,37,"AT5G65950.1","AT5G65950"," FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1683, C-terminal (InterPro:IPR012880), Foie gras liver health family 1 (InterPro:IPR021773); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","chrA08","C03",60547993,60553317,NA,NA
"3787",37,40,"vaccenic_acid","BnaC04g18880D","chrA08",40,40,NA,NA,NA,"chrA08","C04",18788696,18790082,NA,NA
"3788",37,40,"vaccenic_acid","BnaC06g12720D","chrA08",40,40,NA,NA,NA,"chrA08","C06",15460979,15463031,NA,NA
"3789",37,40,"vaccenic_acid","BnaC08g23790D","chrA08",37,37,"AT2G36060.2","AT2G36060"," MMS ZWEI homologue 3 ","chrA08","C08",25974748,25977682,"GO:0016881","acid-amino acid ligase activity"
"3790",37,40,"vaccenic_acid","BnaC08g35470D","chrA08",37,37,"AT2G21970.1","AT2G21970"," stress enhanced protein 2 ","chrA08","C08",33304945,33306116,NA,NA
"3791",37,40,"vaccenic_acid","BnaCnng04750D","chrA08",38,38,NA,NA,NA,"chrA08","Cnn_random",4178734,4179920,NA,NA
"3792",37,40,"vaccenic_acid","BnaCnng73660D","chrA08",37,37,NA,NA,NA,"chrA08","Cnn_random",74342739,74342972,NA,NA
"3793",37,40,"vaccenic_acid","BnaUnng02960D","chrA08",40,40,NA,NA,NA,"chrA08","Unn_random",4143644,4147920,"GO:0005524;GO:0006810;GO:0016021;GO:0055085","ATP binding;transport;integral component of membrane;transmembrane transport"
"3794",137,175,"vaccenic_acid","BnaA01g08440D","chrC03",155,155,"AT4G28470.1","AT4G28470"," 26S proteasome regulatory subunit S2 1B ","chrC03","A01",4027280,4032855,"GO:0000502;GO:0005488;GO:0030234;GO:0042176","proteasome complex;binding;enzyme regulator activity;regulation of protein catabolic process"
"3795",137,175,"vaccenic_acid","BnaA01g08880D","chrC03",142,142,NA,NA,NA,"chrC03","A01",4299073,4300330,NA,NA
"3796",137,175,"vaccenic_acid","BnaA01g09020D","chrC03",165,165,"AT4G18220.1","AT4G18220"," Drug/metabolite transporter superfamily protein ","chrC03","A01",4380491,4381749,NA,NA
"3797",137,175,"vaccenic_acid","BnaA01g25150D","chrC03",151,151,NA,NA,NA,"chrC03","A01",17579678,17581635,NA,NA
"3798",137,175,"vaccenic_acid","BnaA01g34070D","chrC03",144,144,"AT3G03630.1","AT3G03630"," cysteine synthase 26 ","chrC03","A01",23040182,23042245,"GO:0004124;GO:0006535","cysteine synthase activity;cysteine biosynthetic process from serine"
"3799",137,175,"vaccenic_acid","BnaA02g01490D","chrC03",137,137,NA,NA,NA,"chrC03","A02",688567,690900,NA,NA
"3800",137,175,"vaccenic_acid","BnaA02g15950D","chrC03",152,152,"AT1G72340.1","AT1G72340"," NagB/RpiA/CoA transferase-like superfamily protein ","chrC03","A02",9417542,9419706,"GO:0044237","cellular metabolic process"
"3801",137,175,"vaccenic_acid","BnaA02g18220D","chrC03",152,152,"AT1G73570.1","AT1G73570"," HCP-like superfamily protein ","chrC03","A02",11043475,11047158,NA,NA
"3802",137,175,"vaccenic_acid","BnaA02g29910D","chrC03",167,167,"AT3G29575.1","AT3G29575"," ABI five binding protein 3 ","chrC03","A02",21732623,21733490,NA,NA
"3803",137,175,"vaccenic_acid","BnaA03g08390D","chrC03",172,172,"AT5G22090.1","AT5G22090"," Protein of unknown function (DUF3049) ","chrC03","A03",3784974,3788549,NA,NA
"3804",137,175,"vaccenic_acid","BnaA03g18520D","chrC03",165,165,"AT2G39290.1","AT2G39290"," phosphatidylglycerolphosphate synthase 1 ","chrC03","A03",8720492,8721979,"GO:0008444;GO:0008654;GO:0016020;GO:0016021","CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity;phospholipid biosynthetic process;membrane;integral component of membrane"
"3805",137,175,"vaccenic_acid","BnaA03g20470D","chrC03",152,152,"AT2G43790.1","AT2G43790"," MAP kinase 6 ","chrC03","A03",9731222,9734365,"GO:0004672;GO:0004674;GO:0004707;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;MAP kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation"
"3806",137,175,"vaccenic_acid","BnaA03g22970D","chrC03",162,162,"AT3G63540.1","AT3G63540"," Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein ","chrC03","A03",10949357,10950324,"GO:0005509;GO:0009523;GO:0009654;GO:0015979;GO:0019898","calcium ion binding;photosystem II;photosystem II oxygen evolving complex;photosynthesis;extrinsic component of membrane"
"3807",137,175,"vaccenic_acid","BnaA03g25710D","chrC03",152,152,"AT4G03280.1","AT4G03280"," photosynthetic electron transfer C ","chrC03","A03",12540907,12542333,"GO:0008121;GO:0009496;GO:0015979;GO:0016020;GO:0016491;GO:0042651;GO:0055114","ubiquinol-cytochrome-c reductase activity;plastoquinol--plastocyanin reductase activity;photosynthesis;membrane;oxidoreductase activity;thylakoid membrane;oxidation-reduction process"
"3808",137,175,"vaccenic_acid","BnaA03g29800D","chrC03",155,155,"AT4G33690.1","AT4G33690"," unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: pollen tube; Has 543 Blast hits to 512 proteins in 106 species: Archae - 0; Bacteria - 0; Metazoa - 281; Fungi - 54; Plants - 72; Viruses - 0; Other Eukaryotes - 136 (source: NCBI BLink). ","chrC03","A03",14489990,14491248,NA,NA
"3809",137,175,"vaccenic_acid","BnaA03g35410D","chrC03",152,152,"AT3G19760.1","AT3G19760"," eukaryotic initiation factor 4A-III ","chrC03","A03",17277286,17280180,"GO:0003676;GO:0004386;GO:0005524;GO:0008026","nucleic acid binding;helicase activity;ATP binding;ATP-dependent helicase activity"
"3810",137,175,"vaccenic_acid","BnaA03g41650D","chrC03",142,142,"AT3G52155.1","AT3G52155"," Phosphoglycerate mutase family protein ","chrC03","A03",20918466,20919602,NA,NA
"3811",137,175,"vaccenic_acid","BnaA03g42960D","chrC03",145,145,"AT4G17210.1","AT4G17210"," Plant protein of unknown function (DUF827) ","chrC03","A03",21570697,21572541,NA,NA
"3812",137,175,"vaccenic_acid","BnaA03g43050D","chrC03",142,142,NA,NA,NA,"chrC03","A03",21602664,21604274,NA,NA
"3813",137,175,"vaccenic_acid","BnaA03g44530D","chrC03",142,142,"AT4G20360.1","AT4G20360"," RAB GTPase homolog E1B ","chrC03","A03",22618287,22620045,"GO:0003924;GO:0005525","GTPase activity;GTP binding"
"3814",137,175,"vaccenic_acid","BnaA03g44600D","chrC03",141,141,"AT4G20830.1","AT4G20830"," FAD-binding Berberine family protein ","chrC03","A03",22633919,22635554,"GO:0003824;GO:0008762;GO:0016491;GO:0050660;GO:0055114","catalytic activity;UDP-N-acetylmuramate dehydrogenase activity;oxidoreductase activity;flavin adenine dinucleotide binding;oxidation-reduction process"
"3815",137,175,"vaccenic_acid","BnaA03g45240D","chrC03",141,141,"AT4G10320.1","AT4G10320"," tRNA synthetase class I (I, L, M and V) family protein ","chrC03","A03",23008179,23013901,"GO:0000166;GO:0002161;GO:0004812;GO:0005524;GO:0005737;GO:0006418","nucleotide binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation"
"3816",137,175,"vaccenic_acid","BnaA03g45450D","chrC03",150,150,"AT4G22590.1","AT4G22590"," Haloacid dehalogenase-like hydrolase (HAD) superfamily protein ","chrC03","A03",23110087,23112219,"GO:0003824;GO:0005992;GO:0008152","catalytic activity;trehalose biosynthetic process;metabolic process"
"3817",137,175,"vaccenic_acid","BnaA03g45820D","chrC03",141,141,"AT4G23150.1","AT4G23150"," cysteine-rich RLK (RECEPTOR-like protein kinase) 7 ","chrC03","A03",23387328,23391137,"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation"
"3818",137,175,"vaccenic_acid","BnaA03g46140D","chrC03",151,151,"AT4G23650.1","AT4G23650"," calcium-dependent protein kinase 6 ","chrC03","A03",23627866,23629873,"GO:0004672;GO:0004674;GO:0005509;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;calcium ion binding;ATP binding;protein phosphorylation"
"3819",137,175,"vaccenic_acid","BnaA03g46840D","chrC03",153,153,"AT4G24680.1","AT4G24680"," modifier of snc1 ","chrC03","A03",24027342,24034154,NA,NA
"3820",137,175,"vaccenic_acid","BnaA03g46880D","chrC03",146,146,"AT4G24690.1","AT4G24690"," ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein ","chrC03","A03",24042248,24045334,"GO:0005515;GO:0008270","protein binding;zinc ion binding"
"3821",137,175,"vaccenic_acid","BnaA03g46960D","chrC03",150,150,"AT4G26940.1","AT4G26940"," Galactosyltransferase family protein ","chrC03","A03",24077208,24080339,"GO:0006486;GO:0008378;GO:0016020","protein glycosylation;galactosyltransferase activity;membrane"
"3822",137,175,"vaccenic_acid","BnaA03g46980D","chrC03",150,150,"AT4G24840.1","AT4G24840"," FUNCTIONS IN: molecular_function unknown; INVOLVED IN: protein transport, Golgi organization; LOCATED IN: vacuole; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: COG complex component, COG2 (InterPro:IPR009316); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","chrC03","A03",24091090,24095396,"GO:0007030;GO:0015031;GO:0016020","Golgi organization;protein transport;membrane"
