"","trait.x","gene_ID","eQTL_chr","pos","eQTL_start","eQTL_end","min_eQTL_LOD","max_eQTL_LOD","gene_CHROM","gene_start","gene_end","trait.y","chrom","subject","AGI","At_symbol","model","B.napus_GO_term","GO_des","QTL_start","QTL_end","eQTL_genetic_start","eQTL_genetic_end","QTL_genetic_start","QTL_genetic_end"
"1523","BnaC06g20690D","BnaC06g20690D","chrC06",68,21457349,28330033,5.41645739420337,7.94228690024652,"chrC06",22779749,22783305,"lobe_number_I","C06","AT1G77760.1","AT1G77760"," nitrate reductase 1 ","cim","GO:0005506;GO:0009055;GO:0016491;GO:0020037;GO:0030151;GO:0042128;GO:0043546;GO:0046872;GO:0050660;GO:0055114","iron ion binding;electron carrier activity;oxidoreductase activity;heme binding;molybdenum ion binding;nitrate assimilation;molybdopterin cofactor binding;metal ion binding;flavin adenine dinucleotide binding;oxidation-reduction process",22643132,30253083,68,68,71.30344918,86.31212794
"1524","BnaC06g20690D","BnaC06g20690D","chrC06",68,21457349,28330033,5.41645739420337,7.94228690024652,"chrC06",22779749,22783305,"lobe_number_2016_01_21","C06","AT1G77760.1","AT1G77760"," nitrate reductase 1 ","scanone","GO:0005506;GO:0009055;GO:0016491;GO:0020037;GO:0030151;GO:0042128;GO:0043546;GO:0046872;GO:0050660;GO:0055114","iron ion binding;electron carrier activity;oxidoreductase activity;heme binding;molybdenum ion binding;nitrate assimilation;molybdopterin cofactor binding;metal ion binding;flavin adenine dinucleotide binding;oxidation-reduction process",17988931,34186889,68,68,43.49264296,112.8964906
"1525","BnaC06g20900D","BnaC06g20900D","chrC06",68.9577951,21044042,22563034,14.8580833410775,19.2258289772874,"chrC06",22953136,22955311,"days_to_bolt","C06","AT1G77610.1","AT1G77610"," EamA-like transporter family protein ","cim","GO:0016020","membrane",22643132,31785732,68.9577951,68.9577951,71.30344918,87.93674586
"1526","BnaC06g20900D","BnaC06g20900D","chrC06",68.9577951,21044042,22563034,14.8580833410775,19.2258289772874,"chrC06",22953136,22955311,"lobe_number_I","C06","AT1G77610.1","AT1G77610"," EamA-like transporter family protein ","cim","GO:0016020","membrane",22643132,30253083,68.9577951,68.9577951,71.30344918,86.31212794
"1527","BnaC06g20900D","BnaC06g20900D","chrC06",68.9577951,21044042,22563034,14.8580833410775,19.2258289772874,"chrC06",22953136,22955311,"lobe_number_2016_01_21","C06","AT1G77610.1","AT1G77610"," EamA-like transporter family protein ","scanone","GO:0016020","membrane",17988931,34186889,68.9577951,68.9577951,43.49264296,112.8964906
"1528","BnaC06g20920D","BnaC06g20920D","chrC06",68.9577951,21044042,30056850,10.7487542174753,12.6397110319551,"chrC06",22963637,22964290,"days_to_bolt","C06",NA,NA,NA,"cim",NA,NA,22643132,31785732,68.9577951,68.9577951,71.30344918,87.93674586
"1529","BnaC06g20920D","BnaC06g20920D","chrC06",68.9577951,21044042,30056850,10.7487542174753,12.6397110319551,"chrC06",22963637,22964290,"lobe_number_I","C06",NA,NA,NA,"cim",NA,NA,22643132,30253083,68.9577951,68.9577951,71.30344918,86.31212794
"1530","BnaC06g20920D","BnaC06g20920D","chrC06",68.9577951,21044042,30056850,10.7487542174753,12.6397110319551,"chrC06",22963637,22964290,"lobe_number_2016_01_21","C06",NA,NA,NA,"scanone",NA,NA,17988931,34186889,68.9577951,68.9577951,43.49264296,112.8964906
"1531","BnaC06g20930D","BnaC06g20930D","chrC06",66.68841915,20447093,28330033,3.97559253211546,5.68170974346184,"chrC06",22966823,22968354,"days_to_bolt","C06",NA,NA,NA,"cim","GO:0008168;GO:0008171;GO:0046983","methyltransferase activity;O-methyltransferase activity;protein dimerization activity",22643132,31785732,66.68841915,66.68841915,71.30344918,87.93674586
"1532","BnaC06g20930D","BnaC06g20930D","chrC06",66.68841915,20447093,28330033,3.97559253211546,5.68170974346184,"chrC06",22966823,22968354,"lobe_number_I","C06",NA,NA,NA,"cim","GO:0008168;GO:0008171;GO:0046983","methyltransferase activity;O-methyltransferase activity;protein dimerization activity",22643132,30253083,66.68841915,66.68841915,71.30344918,86.31212794
"1533","BnaC06g20930D","BnaC06g20930D","chrC06",66.68841915,20447093,28330033,3.97559253211546,5.68170974346184,"chrC06",22966823,22968354,"lobe_number_2016_01_21","C06",NA,NA,NA,"scanone","GO:0008168;GO:0008171;GO:0046983","methyltransferase activity;O-methyltransferase activity;protein dimerization activity",17988931,34186889,66.68841915,66.68841915,43.49264296,112.8964906
"1534","BnaC06g20990D","BnaC06g20990D","chrC06",72,21044042,28330033,8.52194596776759,19.4831930623665,"chrC06",23032562,23033485,"days_to_bolt","C06",NA,NA,NA,"cim",NA,NA,22643132,31785732,72,72,71.30344918,87.93674586
"1535","BnaC06g20990D","BnaC06g20990D","chrC06",72,21044042,28330033,8.52194596776759,19.4831930623665,"chrC06",23032562,23033485,"lobe_number_I","C06",NA,NA,NA,"cim",NA,NA,22643132,30253083,72,72,71.30344918,86.31212794
"1536","BnaC06g20990D","BnaC06g20990D","chrC06",72,21044042,28330033,8.52194596776759,19.4831930623665,"chrC06",23032562,23033485,"lobe_number_2016_01_21","C06",NA,NA,NA,"scanone",NA,NA,17988931,34186889,72,72,43.49264296,112.8964906
"1537","BnaC06g21220D","BnaC06g21220D","chrC06",68,21345176,28330033,6.32232761157251,8.43868644541507,"chrC06",23238313,23240325,"days_to_bolt","C06","AT1G77010.1","AT1G77010"," Pentatricopeptide repeat (PPR) superfamily protein ","cim","GO:0005515","protein binding",22643132,31785732,68,68,71.30344918,87.93674586
"1538","BnaC06g21220D","BnaC06g21220D","chrC06",68,21345176,28330033,6.32232761157251,8.43868644541507,"chrC06",23238313,23240325,"lobe_number_I","C06","AT1G77010.1","AT1G77010"," Pentatricopeptide repeat (PPR) superfamily protein ","cim","GO:0005515","protein binding",22643132,30253083,68,68,71.30344918,86.31212794
"1539","BnaC06g21220D","BnaC06g21220D","chrC06",68,21345176,28330033,6.32232761157251,8.43868644541507,"chrC06",23238313,23240325,"lobe_number_2016_01_21","C06","AT1G77010.1","AT1G77010"," Pentatricopeptide repeat (PPR) superfamily protein ","scanone","GO:0005515","protein binding",17988931,34186889,68,68,43.49264296,112.8964906
"1540","BnaC06g21580D","BnaC06g21580D","chrC06",68.9577951,21044042,25408587,10.0295084596351,11.6930783083938,"chrC06",23805687,23807119,"days_to_bolt","C06","AT1G76870.1","AT1G76870"," BEST Arabidopsis thaliana protein match is: sequence-specific DNA binding transcription factors (TAIR:AT1G21200.1); Has 406 Blast hits to 351 proteins in 76 species: Archae - 0; Bacteria - 2; Metazoa - 137; Fungi - 14; Plants - 127; Viruses - 0; Other Eukaryotes - 126 (source: NCBI BLink). ","cim","GO:0003677;GO:0003899;GO:0005634","DNA binding;DNA-directed 5'-3' RNA polymerase activity;nucleus",22643132,31785732,68.9577951,68.9577951,71.30344918,87.93674586
"1541","BnaC06g21580D","BnaC06g21580D","chrC06",68.9577951,21044042,25408587,10.0295084596351,11.6930783083938,"chrC06",23805687,23807119,"lobe_number_I","C06","AT1G76870.1","AT1G76870"," BEST Arabidopsis thaliana protein match is: sequence-specific DNA binding transcription factors (TAIR:AT1G21200.1); Has 406 Blast hits to 351 proteins in 76 species: Archae - 0; Bacteria - 2; Metazoa - 137; Fungi - 14; Plants - 127; Viruses - 0; Other Eukaryotes - 126 (source: NCBI BLink). ","cim","GO:0003677;GO:0003899;GO:0005634","DNA binding;DNA-directed 5'-3' RNA polymerase activity;nucleus",22643132,30253083,68.9577951,68.9577951,71.30344918,86.31212794
"1542","BnaC06g21580D","BnaC06g21580D","chrC06",68.9577951,21044042,25408587,10.0295084596351,11.6930783083938,"chrC06",23805687,23807119,"lobe_number_2016_01_21","C06","AT1G76870.1","AT1G76870"," BEST Arabidopsis thaliana protein match is: sequence-specific DNA binding transcription factors (TAIR:AT1G21200.1); Has 406 Blast hits to 351 proteins in 76 species: Archae - 0; Bacteria - 2; Metazoa - 137; Fungi - 14; Plants - 127; Viruses - 0; Other Eukaryotes - 126 (source: NCBI BLink). ","scanone","GO:0003677;GO:0003899;GO:0005634","DNA binding;DNA-directed 5'-3' RNA polymerase activity;nucleus",17988931,34186889,68.9577951,68.9577951,43.49264296,112.8964906
"1543","BnaC06g22550D","BnaC06g22550D","chrC06",66.13598857,21457349,28330033,13.0895899168404,25.1230375122245,"chrC06",24570528,24571061,"days_to_bolt","C06",NA,NA,NA,"cim",NA,NA,22643132,31785732,66.13598857,66.13598857,71.30344918,87.93674586
"1544","BnaC06g22550D","BnaC06g22550D","chrC06",66.13598857,21457349,28330033,13.0895899168404,25.1230375122245,"chrC06",24570528,24571061,"lobe_number_I","C06",NA,NA,NA,"cim",NA,NA,22643132,30253083,66.13598857,66.13598857,71.30344918,86.31212794
"1545","BnaC06g22550D","BnaC06g22550D","chrC06",66.13598857,21457349,28330033,13.0895899168404,25.1230375122245,"chrC06",24570528,24571061,"lobe_number_2016_01_21","C06",NA,NA,NA,"scanone",NA,NA,17988931,34186889,66.13598857,66.13598857,43.49264296,112.8964906
"1546","BnaC06g22700D","BnaC06g22700D","chrC06",85.71747816,15644480,32829018,2.78966949744925,4.36395652314383,"chrC06",24691653,24692694,"days_to_bolt","C06","AT1G74940.1","AT1G74940"," Protein of unknown function (DUF581) ","cim",NA,NA,22643132,31785732,85.71747816,85.71747816,71.30344918,87.93674586
"1547","BnaC06g22700D","BnaC06g22700D","chrC06",85.71747816,15644480,32829018,2.78966949744925,4.36395652314383,"chrC06",24691653,24692694,"lobe_number_I","C06","AT1G74940.1","AT1G74940"," Protein of unknown function (DUF581) ","cim",NA,NA,22643132,30253083,85.71747816,85.71747816,71.30344918,86.31212794
"1548","BnaC06g22700D","BnaC06g22700D","chrC06",85.71747816,15644480,32829018,2.78966949744925,4.36395652314383,"chrC06",24691653,24692694,"lobe_number_2016_01_21","C06","AT1G74940.1","AT1G74940"," Protein of unknown function (DUF581) ","scanone",NA,NA,17988931,34186889,85.71747816,85.71747816,43.49264296,112.8964906
"1549","BnaC06g23510D","BnaC06g23510D","chrC06",65.05196888,21457349,25440524,17.8509755316147,24.8375529995595,"chrC06",25319899,25321002,"days_to_bolt","C06","AT1G73655.1","AT1G73655"," FKBP-like peptidyl-prolyl cis-trans isomerase family protein ","cim","GO:0006457","protein folding",22643132,31785732,65.05196888,65.05196888,71.30344918,87.93674586
"1550","BnaC06g23510D","BnaC06g23510D","chrC06",65.05196888,21457349,25440524,17.8509755316147,24.8375529995595,"chrC06",25319899,25321002,"lobe_number_I","C06","AT1G73655.1","AT1G73655"," FKBP-like peptidyl-prolyl cis-trans isomerase family protein ","cim","GO:0006457","protein folding",22643132,30253083,65.05196888,65.05196888,71.30344918,86.31212794
"1551","BnaC06g23510D","BnaC06g23510D","chrC06",65.05196888,21457349,25440524,17.8509755316147,24.8375529995595,"chrC06",25319899,25321002,"lobe_number_2016_01_21","C06","AT1G73655.1","AT1G73655"," FKBP-like peptidyl-prolyl cis-trans isomerase family protein ","scanone","GO:0006457","protein folding",17988931,34186889,65.05196888,65.05196888,43.49264296,112.8964906
"1552","BnaC06g23520D","BnaC06g23520D","chrC06",65.05196888,21457349,28330033,1.44845914297818,4.20637115259963,"chrC06",25339785,25344960,"days_to_bolt","C06","AT1G73600.2","AT1G73600"," S-adenosyl-L-methionine-dependent methyltransferases superfamily protein ","cim","GO:0000234;GO:0006656;GO:0008152;GO:0008168","phosphoethanolamine N-methyltransferase activity;phosphatidylcholine biosynthetic process;metabolic process;methyltransferase activity",22643132,31785732,65.05196888,65.05196888,71.30344918,87.93674586
"1553","BnaC06g23520D","BnaC06g23520D","chrC06",65.05196888,21457349,28330033,1.44845914297818,4.20637115259963,"chrC06",25339785,25344960,"lobe_number_I","C06","AT1G73600.2","AT1G73600"," S-adenosyl-L-methionine-dependent methyltransferases superfamily protein ","cim","GO:0000234;GO:0006656;GO:0008152;GO:0008168","phosphoethanolamine N-methyltransferase activity;phosphatidylcholine biosynthetic process;metabolic process;methyltransferase activity",22643132,30253083,65.05196888,65.05196888,71.30344918,86.31212794
"1554","BnaC06g23520D","BnaC06g23520D","chrC06",65.05196888,21457349,28330033,1.44845914297818,4.20637115259963,"chrC06",25339785,25344960,"lobe_number_2016_01_21","C06","AT1G73600.2","AT1G73600"," S-adenosyl-L-methionine-dependent methyltransferases superfamily protein ","scanone","GO:0000234;GO:0006656;GO:0008152;GO:0008168","phosphoethanolamine N-methyltransferase activity;phosphatidylcholine biosynthetic process;metabolic process;methyltransferase activity",17988931,34186889,65.05196888,65.05196888,43.49264296,112.8964906
"1555","BnaC06g23550D","BnaC06g23550D","chrC06",66.13598857,21457349,28330033,3.83206040351396,6.30298009164584,"chrC06",25390574,25391574,"days_to_bolt","C06","AT1G73500.1","AT1G73500"," MAP kinase kinase 9 ","cim","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",22643132,31785732,66.13598857,66.13598857,71.30344918,87.93674586
"1556","BnaC06g23550D","BnaC06g23550D","chrC06",66.13598857,21457349,28330033,3.83206040351396,6.30298009164584,"chrC06",25390574,25391574,"lobe_number_I","C06","AT1G73500.1","AT1G73500"," MAP kinase kinase 9 ","cim","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",22643132,30253083,66.13598857,66.13598857,71.30344918,86.31212794
"1557","BnaC06g23550D","BnaC06g23550D","chrC06",66.13598857,21457349,28330033,3.83206040351396,6.30298009164584,"chrC06",25390574,25391574,"days_to_flower","C06","AT1G73500.1","AT1G73500"," MAP kinase kinase 9 ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",25340726,32476288,66.13598857,66.13598857,66.68841915,91.24484106
"1558","BnaC06g23550D","BnaC06g23550D","chrC06",66.13598857,21457349,28330033,3.83206040351396,6.30298009164584,"chrC06",25390574,25391574,"lobe_number_2016_01_21","C06","AT1G73500.1","AT1G73500"," MAP kinase kinase 9 ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",17988931,34186889,66.13598857,66.13598857,43.49264296,112.8964906
"1559","BnaC06g23560D","BnaC06g23560D","chrC06",85.57329255,17770602,34186889,3.584890736568,5.58201515743384,"chrC06",25393345,25396511,"days_to_bolt","C06","AT1G73480.1","AT1G73480"," alpha/beta-Hydrolases superfamily protein ","cim",NA,NA,22643132,31785732,85.57329255,85.57329255,71.30344918,87.93674586
"1560","BnaC06g23560D","BnaC06g23560D","chrC06",85.57329255,17770602,34186889,3.584890736568,5.58201515743384,"chrC06",25393345,25396511,"lobe_number_I","C06","AT1G73480.1","AT1G73480"," alpha/beta-Hydrolases superfamily protein ","cim",NA,NA,22643132,30253083,85.57329255,85.57329255,71.30344918,86.31212794
"1561","BnaC06g23560D","BnaC06g23560D","chrC06",85.57329255,17770602,34186889,3.584890736568,5.58201515743384,"chrC06",25393345,25396511,"days_to_flower","C06","AT1G73480.1","AT1G73480"," alpha/beta-Hydrolases superfamily protein ","scanone",NA,NA,25340726,32476288,85.57329255,85.57329255,66.68841915,91.24484106
"1562","BnaC06g23560D","BnaC06g23560D","chrC06",85.57329255,17770602,34186889,3.584890736568,5.58201515743384,"chrC06",25393345,25396511,"lobe_number_2016_01_21","C06","AT1G73480.1","AT1G73480"," alpha/beta-Hydrolases superfamily protein ","scanone",NA,NA,17988931,34186889,85.57329255,85.57329255,43.49264296,112.8964906
"1563","BnaC06g23580D","BnaC06g23580D","chrC06",67,25408587,25440524,21.9144318730657,27.4569692089569,"chrC06",25405250,25410462,"days_to_bolt","C06","AT1G73460.1","AT1G73460"," Protein kinase superfamily protein ","cim","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",22643132,31785732,67,67,71.30344918,87.93674586
"1564","BnaC06g23580D","BnaC06g23580D","chrC06",67,25408587,25440524,21.9144318730657,27.4569692089569,"chrC06",25405250,25410462,"lobe_number_I","C06","AT1G73460.1","AT1G73460"," Protein kinase superfamily protein ","cim","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",22643132,30253083,67,67,71.30344918,86.31212794
"1565","BnaC06g23580D","BnaC06g23580D","chrC06",67,25408587,25440524,21.9144318730657,27.4569692089569,"chrC06",25405250,25410462,"days_to_flower","C06","AT1G73460.1","AT1G73460"," Protein kinase superfamily protein ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",25340726,32476288,67,67,66.68841915,91.24484106
"1566","BnaC06g23580D","BnaC06g23580D","chrC06",67,25408587,25440524,21.9144318730657,27.4569692089569,"chrC06",25405250,25410462,"lobe_number_2016_01_21","C06","AT1G73460.1","AT1G73460"," Protein kinase superfamily protein ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",17988931,34186889,67,67,43.49264296,112.8964906
"1567","BnaC06g23640D","BnaC06g23640D","chrC06",86,21457349,31785732,9.97343002544545,17.7449323892704,"chrC06",25442694,25444110,"days_to_bolt","C06","AT1G73320.1","AT1G73320"," S-adenosyl-L-methionine-dependent methyltransferases superfamily protein ","cim",NA,NA,22643132,31785732,86,86,71.30344918,87.93674586
"1568","BnaC06g23640D","BnaC06g23640D","chrC06",86,21457349,31785732,9.97343002544545,17.7449323892704,"chrC06",25442694,25444110,"lobe_number_I","C06","AT1G73320.1","AT1G73320"," S-adenosyl-L-methionine-dependent methyltransferases superfamily protein ","cim",NA,NA,22643132,30253083,86,86,71.30344918,86.31212794
"1569","BnaC06g23640D","BnaC06g23640D","chrC06",86,21457349,31785732,9.97343002544545,17.7449323892704,"chrC06",25442694,25444110,"days_to_flower","C06","AT1G73320.1","AT1G73320"," S-adenosyl-L-methionine-dependent methyltransferases superfamily protein ","scanone",NA,NA,25340726,32476288,86,86,66.68841915,91.24484106
"1570","BnaC06g23640D","BnaC06g23640D","chrC06",86,21457349,31785732,9.97343002544545,17.7449323892704,"chrC06",25442694,25444110,"lobe_number_2016_01_21","C06","AT1G73320.1","AT1G73320"," S-adenosyl-L-methionine-dependent methyltransferases superfamily protein ","scanone",NA,NA,17988931,34186889,86,86,43.49264296,112.8964906
"1571","BnaC06g23640D","BnaC06g23640D","chrC06",86,21457349,31785732,9.97343002544545,17.7449323892704,"chrC06",25442694,25444110,"Myristic_acid","C06","AT1G73320.1","AT1G73320"," S-adenosyl-L-methionine-dependent methyltransferases superfamily protein ","scanone",NA,NA,25440524,33994242,86,86,65.05196888,105.0752643
"1572","BnaC06g23870D","BnaC06g23870D","chrC06",83,21457349,30253083,9.92051282906659,14.3136416077473,"chrC06",25609845,25614640,"days_to_bolt","C06","AT1G72990.1","AT1G72990"," beta-galactosidase 17 ","cim","GO:0003824;GO:0005975","catalytic activity;carbohydrate metabolic process",22643132,31785732,83,83,71.30344918,87.93674586
"1573","BnaC06g23870D","BnaC06g23870D","chrC06",83,21457349,30253083,9.92051282906659,14.3136416077473,"chrC06",25609845,25614640,"lobe_number_I","C06","AT1G72990.1","AT1G72990"," beta-galactosidase 17 ","cim","GO:0003824;GO:0005975","catalytic activity;carbohydrate metabolic process",22643132,30253083,83,83,71.30344918,86.31212794
"1574","BnaC06g23870D","BnaC06g23870D","chrC06",83,21457349,30253083,9.92051282906659,14.3136416077473,"chrC06",25609845,25614640,"days_to_flower","C06","AT1G72990.1","AT1G72990"," beta-galactosidase 17 ","scanone","GO:0003824;GO:0005975","catalytic activity;carbohydrate metabolic process",25340726,32476288,83,83,66.68841915,91.24484106
"1575","BnaC06g23870D","BnaC06g23870D","chrC06",83,21457349,30253083,9.92051282906659,14.3136416077473,"chrC06",25609845,25614640,"lobe_number_2016_01_21","C06","AT1G72990.1","AT1G72990"," beta-galactosidase 17 ","scanone","GO:0003824;GO:0005975","catalytic activity;carbohydrate metabolic process",17988931,34186889,83,83,43.49264296,112.8964906
"1576","BnaC06g23870D","BnaC06g23870D","chrC06",83,21457349,30253083,9.92051282906659,14.3136416077473,"chrC06",25609845,25614640,"Myristic_acid","C06","AT1G72990.1","AT1G72990"," beta-galactosidase 17 ","scanone","GO:0003824;GO:0005975","catalytic activity;carbohydrate metabolic process",25440524,33994242,83,83,65.05196888,105.0752643
"1577","BnaC06g23880D","BnaC06g23880D","chrC06",85,21457349,33204851,5.78253757474355,7.26188701358826,"chrC06",25615897,25619166,"days_to_bolt","C06","AT1G72970.1","AT1G72970"," Glucose-methanol-choline (GMC) oxidoreductase family protein ","cim","GO:0006066;GO:0008812;GO:0050660;GO:0055114","alcohol metabolic process;choline dehydrogenase activity;flavin adenine dinucleotide binding;oxidation-reduction process",22643132,31785732,85,85,71.30344918,87.93674586
"1578","BnaC06g23880D","BnaC06g23880D","chrC06",85,21457349,33204851,5.78253757474355,7.26188701358826,"chrC06",25615897,25619166,"lobe_number_I","C06","AT1G72970.1","AT1G72970"," Glucose-methanol-choline (GMC) oxidoreductase family protein ","cim","GO:0006066;GO:0008812;GO:0050660;GO:0055114","alcohol metabolic process;choline dehydrogenase activity;flavin adenine dinucleotide binding;oxidation-reduction process",22643132,30253083,85,85,71.30344918,86.31212794
"1579","BnaC06g23880D","BnaC06g23880D","chrC06",85,21457349,33204851,5.78253757474355,7.26188701358826,"chrC06",25615897,25619166,"days_to_flower","C06","AT1G72970.1","AT1G72970"," Glucose-methanol-choline (GMC) oxidoreductase family protein ","scanone","GO:0006066;GO:0008812;GO:0050660;GO:0055114","alcohol metabolic process;choline dehydrogenase activity;flavin adenine dinucleotide binding;oxidation-reduction process",25340726,32476288,85,85,66.68841915,91.24484106
"1580","BnaC06g23880D","BnaC06g23880D","chrC06",85,21457349,33204851,5.78253757474355,7.26188701358826,"chrC06",25615897,25619166,"lobe_number_2016_01_21","C06","AT1G72970.1","AT1G72970"," Glucose-methanol-choline (GMC) oxidoreductase family protein ","scanone","GO:0006066;GO:0008812;GO:0050660;GO:0055114","alcohol metabolic process;choline dehydrogenase activity;flavin adenine dinucleotide binding;oxidation-reduction process",17988931,34186889,85,85,43.49264296,112.8964906
"1581","BnaC06g23880D","BnaC06g23880D","chrC06",85,21457349,33204851,5.78253757474355,7.26188701358826,"chrC06",25615897,25619166,"Myristic_acid","C06","AT1G72970.1","AT1G72970"," Glucose-methanol-choline (GMC) oxidoreductase family protein ","scanone","GO:0006066;GO:0008812;GO:0050660;GO:0055114","alcohol metabolic process;choline dehydrogenase activity;flavin adenine dinucleotide binding;oxidation-reduction process",25440524,33994242,85,85,65.05196888,105.0752643
"1582","BnaC06g23920D","BnaC06g23920D","chrC06",82,22643132,33604870,2.10966727753494,5.16009897483485,"chrC06",25666614,25669844,"days_to_bolt","C06","AT1G72890.2","AT1G72890"," Disease resistance protein (TIR-NBS class) ","cim","GO:0005515;GO:0007165;GO:0043531","protein binding;signal transduction;ADP binding",22643132,31785732,82,82,71.30344918,87.93674586
"1583","BnaC06g23920D","BnaC06g23920D","chrC06",82,22643132,33604870,2.10966727753494,5.16009897483485,"chrC06",25666614,25669844,"lobe_number_I","C06","AT1G72890.2","AT1G72890"," Disease resistance protein (TIR-NBS class) ","cim","GO:0005515;GO:0007165;GO:0043531","protein binding;signal transduction;ADP binding",22643132,30253083,82,82,71.30344918,86.31212794
"1584","BnaC06g23920D","BnaC06g23920D","chrC06",82,22643132,33604870,2.10966727753494,5.16009897483485,"chrC06",25666614,25669844,"days_to_flower","C06","AT1G72890.2","AT1G72890"," Disease resistance protein (TIR-NBS class) ","scanone","GO:0005515;GO:0007165;GO:0043531","protein binding;signal transduction;ADP binding",25340726,32476288,82,82,66.68841915,91.24484106
"1585","BnaC06g23920D","BnaC06g23920D","chrC06",82,22643132,33604870,2.10966727753494,5.16009897483485,"chrC06",25666614,25669844,"lobe_number_2016_01_21","C06","AT1G72890.2","AT1G72890"," Disease resistance protein (TIR-NBS class) ","scanone","GO:0005515;GO:0007165;GO:0043531","protein binding;signal transduction;ADP binding",17988931,34186889,82,82,43.49264296,112.8964906
"1586","BnaC06g23920D","BnaC06g23920D","chrC06",82,22643132,33604870,2.10966727753494,5.16009897483485,"chrC06",25666614,25669844,"Myristic_acid","C06","AT1G72890.2","AT1G72890"," Disease resistance protein (TIR-NBS class) ","scanone","GO:0005515;GO:0007165;GO:0043531","protein binding;signal transduction;ADP binding",25440524,33994242,82,82,65.05196888,105.0752643
"1587","BnaC06g23970D","BnaC06g23970D","chrC06",66.13598857,21044042,25313239,30.9059542653807,55.8903266626757,"chrC06",25795655,25797514,"days_to_bolt","C06",NA,NA,NA,"cim","GO:0005515;GO:0006952;GO:0007165;GO:0043531","protein binding;defense response;signal transduction;ADP binding",22643132,31785732,66.13598857,66.13598857,71.30344918,87.93674586
"1588","BnaC06g23970D","BnaC06g23970D","chrC06",66.13598857,21044042,25313239,30.9059542653807,55.8903266626757,"chrC06",25795655,25797514,"lobe_number_I","C06",NA,NA,NA,"cim","GO:0005515;GO:0006952;GO:0007165;GO:0043531","protein binding;defense response;signal transduction;ADP binding",22643132,30253083,66.13598857,66.13598857,71.30344918,86.31212794
"1589","BnaC06g23970D","BnaC06g23970D","chrC06",66.13598857,21044042,25313239,30.9059542653807,55.8903266626757,"chrC06",25795655,25797514,"days_to_flower","C06",NA,NA,NA,"scanone","GO:0005515;GO:0006952;GO:0007165;GO:0043531","protein binding;defense response;signal transduction;ADP binding",25340726,32476288,66.13598857,66.13598857,66.68841915,91.24484106
"1590","BnaC06g23970D","BnaC06g23970D","chrC06",66.13598857,21044042,25313239,30.9059542653807,55.8903266626757,"chrC06",25795655,25797514,"lobe_number_2016_01_21","C06",NA,NA,NA,"scanone","GO:0005515;GO:0006952;GO:0007165;GO:0043531","protein binding;defense response;signal transduction;ADP binding",17988931,34186889,66.13598857,66.13598857,43.49264296,112.8964906
"1591","BnaC06g23970D","BnaC06g23970D","chrC06",66.13598857,21044042,25313239,30.9059542653807,55.8903266626757,"chrC06",25795655,25797514,"Myristic_acid","C06",NA,NA,NA,"scanone","GO:0005515;GO:0006952;GO:0007165;GO:0043531","protein binding;defense response;signal transduction;ADP binding",25440524,33994242,66.13598857,66.13598857,65.05196888,105.0752643
"1592","BnaC06g23980D","BnaC06g23980D","chrC06",86.62919803,25340726,33604870,6.45762312201687,9.77461878936012,"chrC06",25798016,25802052,"days_to_bolt","C06","AT4G09360.1","AT4G09360"," NB-ARC domain-containing disease resistance protein ","cim","GO:0005515;GO:0006952;GO:0007165;GO:0043531","protein binding;defense response;signal transduction;ADP binding",22643132,31785732,86.62919803,86.62919803,71.30344918,87.93674586
"1593","BnaC06g23980D","BnaC06g23980D","chrC06",86.62919803,25340726,33604870,6.45762312201687,9.77461878936012,"chrC06",25798016,25802052,"lobe_number_I","C06","AT4G09360.1","AT4G09360"," NB-ARC domain-containing disease resistance protein ","cim","GO:0005515;GO:0006952;GO:0007165;GO:0043531","protein binding;defense response;signal transduction;ADP binding",22643132,30253083,86.62919803,86.62919803,71.30344918,86.31212794
